iterations_cay,cost_vals_cay,gradient_vals_cay,iterations_exp,cost_vals_exp,gradient_vals_exp,iterations_pseudo,cost_vals_pseudo,gradient_vals_pseudo
230,16.032596254974617,5.1075538831412474e-5,230,15.908635948357547,1.5016535247310608e-5,230,15.908636745711867,1.5251262558643123e-5
231,16.03259625482716,5.265555356264266e-5,231,15.908635948341882,1.484679658124806e-5,231,15.90863674569622,1.5088519094308911e-5
232,16.03259625469232,4.9889876428247626e-5,232,15.908635948331536,1.3356204498625789e-5,232,15.908636745686186,1.3574812311288281e-5
233,16.032596254569004,4.727040411661022e-5,233,15.908635948322367,1.3204334797147953e-5,233,15.90863674567357,1.3429160203606308e-5
234,16.032596254456216,4.478937086043668e-5,234,15.90863594831065,1.3059984219272042e-5,234,15.908636745665465,1.208376450914845e-5
235,16.032596254353113,4.243942415198292e-5,235,15.908635948303294,1.174476497121034e-5,235,15.908636745655285,1.195337777635523e-5
236,16.032596254258713,4.0213603936778e-5,236,15.908635948293886,1.1615647401700088e-5,236,15.908636745648787,1.0757485932704328e-5
237,16.03259625417248,3.810532051279145e-5,237,15.90863594828795,1.044758522848011e-5,237,15.90863674564287,1.0640737148767797e-5
238,16.032596254093573,3.610833574884885e-5,238,15.908635948280464,1.033206352945796e-5,238,15.908636745635365,1.0529926941029923e-5
239,16.032596254021506,3.421674341434017e-5,239,15.90863594827554,9.294607685785397e-6,239,15.908636745630625,9.47309287689345e-6
240,16.032596253955607,3.2424952241574004e-5,240,15.908635948269568,9.191223985358324e-6,240,15.908636745624584,9.373900391323838e-6
241,16.032596253895296,3.072766840339042e-5,241,15.908635948265616,8.269695459460894e-6,241,15.90863674562078,8.434330652934062e-6
242,16.03259625385524,2.9119880250928473e-5,242,15.908635948262088,8.177151154833302e-6,242,15.908636745615961,8.34551711258529e-6
243,16.032596253808176,3.002799602528603e-5,243,15.908635948257674,8.08921963745016e-6,243,15.908636745612826,7.5101383638367015e-6
244,16.03259625376513,2.845099631492324e-5,244,15.908635948254824,7.275667792561324e-6,244,15.908636745608927,7.430599395609507e-6
245,16.032596253725696,2.6957361320784795e-5,245,15.908635948251291,7.196978278952473e-6,245,15.908636745606458,6.687803238352551e-6
246,16.032596253689647,2.5542662818194265e-5,246,15.908635948248921,6.47419273089043e-6,246,15.908636745603332,6.6165540342435205e-6
247,16.032596253656617,2.4202708411800703e-5,247,15.9086359482461,6.403756335342014e-6,247,15.908636745601333,5.956031955975789e-6
248,16.032596253626423,2.2933529353426587e-5,248,15.908635948244198,5.76155999044577e-6,248,15.908636745599484,5.892194101070868e-6
249,16.03259625359879,2.1731368218303168e-5,249,15.908635948241917,5.698495595412692e-6,249,15.90863674559725,5.831645038021191e-6
250,16.03259625357349,2.0592667946921415e-5,250,15.908635948240455,5.1278584985818655e-6,250,15.908636745595746,5.247580910949426e-6
251,16.032596253550388,1.9514060845807156e-5,251,15.908635948239038,5.0713807930647315e-6,251,15.908636745593892,5.1933452951713255e-6
252,16.032596253529213,1.8492358734270305e-5,252,15.908635948237288,5.017735767173893e-6,252,15.908636745592656,4.673883833179653e-6
253,16.032596253509915,1.7524543124121205e-5,253,15.908635948235851,4.513698963476656e-6,253,15.908636745591242,4.625292466014132e-6
254,16.032596253492233,1.6607756362884978e-5,254,15.908635948234844,4.063043728384732e-6,254,15.908636745590275,4.163255997243089e-6
255,16.032596253480435,1.573929286255351e-5,255,15.908635948233632,4.017714841720219e-6,255,15.90863674558937,4.119711828776983e-6
256,16.03259625346654,1.6229524986326038e-5,256,15.908635948232915,3.617183953678284e-6,256,15.908636745588272,4.078396573120781e-6
257,16.032596253453914,1.5377633422789567e-5,257,15.908635948232128,3.576560408013591e-6,257,15.90863674558751,3.669694214402176e-6
258,16.03259625344231,1.4570760735534667e-5,258,15.908635948231458,3.5380356563906114e-6,258,15.908636745586714,3.6326808373171226e-6
259,16.032596253431713,1.380651591819156e-5,259,15.908635948230701,3.501434825246401e-6,259,15.908636745586072,3.2690990646750867e-6
260,16.032596253421975,1.3082635474554095e-5,260,15.908635948230025,3.1496213611951794e-6,260,15.908636745585406,3.2359323464475464e-6
261,16.032596253413104,1.2396976480153189e-5,261,15.908635948229518,2.835028703735053e-6,261,15.9086367455848,2.912468394857359e-6
262,16.032596253404975,1.1747510251128216e-5,262,15.908635948228977,2.804097701980365e-6,262,15.908636745584374,2.6230924842097577e-6
263,16.032596253397532,1.1132316141607496e-5,263,15.908635948228566,2.5244251551033408e-6,263,15.908636745583873,2.59495046534727e-6
264,16.032596253390732,1.0549575860196586e-5,264,15.908635948228145,2.496700142451847e-6,264,15.908636745583587,2.3374779626638417e-6
265,16.0325962533845,9.997567926145232e-6,265,15.908635948227845,2.248053649533836e-6,265,15.908636745583216,2.312232030420604e-6
266,16.032596253378777,9.474662565315126e-6,266,15.908635948227575,2.223196667718141e-6,266,15.908636745582921,2.2883375935649223e-6
267,16.032596253373534,8.979316753693522e-6,267,15.90863594822732,2.199630785738163e-6,267,15.90863674558259,2.2656805455339486e-6
268,16.03259625337005,8.510069638667906e-6,268,15.908635948226964,2.177248159363027e-6,268,15.908636745582315,2.0390487025722624e-6
269,16.032596253366005,8.774337908422746e-6,269,15.908635948226697,1.9587060039425726e-6,269,15.908636745582024,1.8362791627724385e-6
270,16.032596253362286,8.314034060412004e-6,270,15.908635948226497,1.7632539414135041e-6,270,15.908636745581854,1.6548513644983963e-6
271,16.03259625335882,7.878046490326023e-6,271,15.908635948226328,1.744318306419224e-6,271,15.908636745581699,1.492509753181029e-6
272,16.032596253355685,7.465084032470577e-6,272,15.908635948226172,1.570507347604115e-6,272,15.908636745581534,1.611629751532542e-6
273,16.03259625335286,7.073924316608607e-6,273,15.908635948225996,1.7009484598612777e-6,273,15.908636745581378,1.451879413186204e-6
274,16.032596253350206,6.703410126693931e-6,274,15.908635948225896,1.3846608726084716e-6,274,15.908636745581267,1.4364035674294798e-6
275,16.032596253347844,6.352445888227924e-6,275,15.90863594822577,1.3694401269010767e-6,275,15.908636745581147,1.4217607450125118e-6
276,16.03259625334557,6.019994403174776e-6,276,15.908635948225605,1.3550200160776934e-6,276,15.908636745580997,1.2803255164851414e-6
277,16.03259625334365,5.7050737062248186e-6,277,15.908635948225506,1.2198884057958136e-6,277,15.908636745580877,1.1537639795094378e-6
278,16.032596253341726,5.406754137878212e-6,278,15.90863594822542,9.97892113694557e-7,278,15.908636745580791,1.0405059346266074e-6
279,16.03259625334008,5.1241555305246245e-6,,,,279,15.908636745580722,9.39146016038297e-7
280,16.032596253338905,4.856444583590308e-6,,,,,,
281,16.0325962533376,5.007746618451778e-6,,,,,,
282,16.032596253336386,4.745099219267968e-6,,,,,,
283,16.03259625333527,4.4963250571309346e-6,,,,,,
284,16.032596253334297,4.260687500386031e-6,,,,,,
285,16.032596253333324,4.0374891706789725e-6,,,,,,
286,16.032596253332446,3.826069857254563e-6,,,,,,
287,16.032596253331665,3.6258045213143143e-6,,,,,,
288,16.032596253331004,3.4361014259967282e-6,,,,,,
289,16.032596253330347,3.2564003482355326e-6,,,,,,
290,16.032596253329782,3.086170904574869e-6,,,,,,
291,16.032596253329203,2.9249109488676887e-6,,,,,,
292,16.032596253328798,2.7721450720670576e-6,,,,,,
293,16.0325962533284,2.8586787898060013e-6,,,,,,
294,16.032596253328023,2.708785412505069e-6,,,,,,
295,16.032596253327668,2.5668084377563663e-6,,,,,,
296,16.032596253327338,2.432327545611374e-6,,,,,,
297,16.03259625332694,2.3049448169108947e-6,,,,,,
298,16.03259625332672,2.1842835384512943e-6,,,,,,
299,16.032596253326396,2.0699870670938494e-6,,,,,,
300,16.032596253326147,1.7983075815518969e-6,,,,,,
301,16.032596253326,1.7048111476921022e-6,,,,,,
302,16.032596253325853,1.7537216090838384e-6,,,,,,
303,16.03259625332569,1.6621400911369667e-6,,,,,,
304,16.032596253325522,1.7142116364110758e-6,,,,,,
305,16.032596253325398,1.6243397111756367e-6,,,,,,
306,16.03259625332527,1.6790558638807942e-6,,,,,,
307,16.032596253325114,1.4515997721503429e-6,,,,,,
308,16.03259625332501,1.4996328272638029e-6,,,,,,
309,16.03259625332489,1.2974334117676338e-6,,,,,,
310,16.032596253324787,1.1271522160815755e-6,,,,,,
311,16.032596253324744,9.058835204907353e-7,,,,,,
