iterations,cost_GD,gradient_GD,iteration_TR_hess,cost_TR_hess,gradient_TR_hess,iteration_TR_hess_approx,cost_TR_hess_approx,gradient_TR_hess_approx
62,1.2487700466929663,3.698323740586773,62,10.289216059124627,19.932171423219778,62,1.3931860310588562,5.7869410854156405
63,1.242657019000569,3.424333451300505,63,10.234257959615261,19.78568196427482,63,1.389778159208301,4.337635540369296
64,1.2367206132543564,3.4584659029936877,64,10.18184832821842,19.852061652379092,64,1.3869564690590728,2.640298136445078
65,1.2306841848475838,3.5044565309540787,65,10.130695703328167,19.699834624868004,65,1.3813645276285857,2.5967702684741
66,1.2248252981580967,3.5337471565489795,66,10.081740243668088,19.77441534532311,66,1.3708809267504198,2.581438268641359
67,1.2188638122715365,3.575168991983279,67,10.033980039629304,19.6176324791447,67,1.3708809267504198,3.055752537840405
68,1.2130800664890624,3.5996682136876923,68,9.9881040774733,19.69961131133859,68,1.3670317227853952,3.0558096022857426
69,1.2071932939500556,3.6364757834797907,69,9.943375997677936,19.5392399896461,69,1.365191773587101,3.6265250706815793
70,1.1992765969673496,3.6563295020858377,70,9.900253651396381,19.62777013663189,70,1.3622769281723819,6.1467113633814305
71,1.1934499269076866,3.3602281852150973,71,9.85824220468295,19.464688928485554,71,1.358775592039762,4.584548413849324
72,1.1877692300400142,3.3743206421101006,72,9.817588936135001,19.558905111906753,72,1.356184221128953,2.5058111294082024
73,1.182028143909689,3.3984030386968103,73,9.778016952734632,19.39392496490167,73,1.351069364842051,2.4312872675217108
74,1.1764317734105876,3.409094349411907,74,9.73958345848919,19.492970779960782,74,1.3431886767385322,2.487164857307934
75,1.1707789591639322,3.4297377771251085,75,9.702206716390124,19.3268427630938,75,1.3431886767385322,4.421400728708759
76,1.1652691344079775,3.4373030628620187,76,9.665773864340133,19.429889493243433,76,1.3398800954806922,4.421417469001777
77,1.1597077175751729,3.454724075359383,77,9.630376591073874,19.263307728906067,77,1.3373948135106102,2.3679359086525436
78,1.1542871648915327,3.459463838958122,78,9.595751188210393,19.36956705443461,78,1.3325015034053327,2.3219475239395435
79,1.1488205465185208,3.473910816002595,79,9.56214226701643,19.203169603299024,79,1.3252026313726517,2.38319142963877
80,1.1434923275666484,3.476141303256322,80,9.529153498870151,19.31190205655075,80,1.3252026313726517,4.474058843705086
81,1.1381240361496276,3.4878859205914168,81,9.497163249744823,19.146271104994106,81,1.3218999187851013,4.4740671988639935
82,1.1308869710015963,3.487940797302319,82,9.465659669322353,19.256791437796142,82,1.3195344204108135,2.282533679000007
83,1.125625067500581,3.1845209806594226,83,9.43513710432355,19.09245348947407,83,1.3149159684766805,2.235193075694777
84,1.120476586928696,3.182988881214282,84,9.404984074829324,19.204133716597465,84,1.3097124622564162,2.362406448357213
85,1.1153233358463068,3.1888061441716085,85,9.37579454792054,19.041560138827716,85,1.3097124622564162,5.4749794344269676
86,1.1102813487210925,3.186160907087202,86,9.346872062984964,19.153830790543328,86,1.3055205435149144,5.474987956129232
87,1.1052395234441574,3.1906638169476262,87,9.3188952503338,18.993438866238442,87,1.3033814001924802,2.599683186198151
88,1.1003066878085561,3.1871802132841114,88,9.291096070137012,19.1057888451346,88,1.2993914173021912,2.2371500170879868
89,1.0953787799354209,3.1906334305306867,89,9.264224228755761,18.947943365323507,89,1.2993914173021912,2.7384352445175875
90,1.0905575120407693,3.186576283912703,90,9.237452281759696,19.059918715541553,90,1.2972785114384209,2.738472450262171
91,1.085745684501968,3.1892380989752986,91,9.21158874372286,18.90493408110958,91,1.2950982697832805,2.207209482624257
92,1.0810381056637957,3.1848591926678207,92,9.185757752621722,19.016135919657543,92,1.2909720742693434,2.1442544413993607
93,1.0763441665976394,3.1869789061842817,93,9.160815619503612,18.8642786844602,93,1.2909720742693434,2.4857447607954657
94,1.0717520694276759,3.18251588737126,94,9.135847917095141,18.974360502004643,94,1.2889318244119272,2.4857827145446305
95,1.0671774580584141,3.1843322524166906,95,9.111748925211876,18.825852271723374,95,1.2852423753970905,2.186174683699609
96,1.0627022870437763,3.1800082178880813,96,9.087574431610292,18.934516777595174,96,1.2852423753970905,2.821203933995206
97,1.0582480697871839,3.1817484820103714,97,9.064247963463748,18.789537372691864,97,1.2831900348274954,2.821231196780349
98,1.052228925167726,3.1777777379624568,98,9.040803300731024,18.896533032055377,98,1.2810999217209833,2.1424612277269803
99,1.0478977423312401,2.8949083883833033,99,9.018185521981161,18.755223824682545,99,1.2772239118790496,2.0886185353313143
100,1.0436515630471326,2.891638040696855,100,8.995413246072955,18.86034121281379,100,1.2772239118790496,2.538837880007433
101,1.039441891352221,2.893062739501346,101,8.973446350593845,18.722808553642825,101,1.2752783755734305,2.538877040949936
102,1.0353154477119024,2.890636175354128,102,8.951294283671073,18.825876632011393,102,1.2732603786645655,2.143251393184572
103,1.0312271032780618,2.89276392648134,103,8.929925831915732,18.692195291795436,103,1.26962543960323,2.0770295480579977
104,1.0272202450522383,2.891330739648749,104,8.908346480692144,18.793077692452854,104,1.26962543960323,2.6704169338754844
105,1.0232527689122712,2.894323120377522,105,8.887528818808047,18.663294253432664,105,1.267704166199476,2.6704460319723577
106,1.0193650723902399,2.8940261590059366,106,8.866478866789713,18.761885641880262,106,1.2657330057302303,2.106931670680526
107,1.0155177444326078,2.8980370612425967,107,8.846168615776957,18.636021784960285,107,1.2622413833201789,2.049993075079725
108,1.011748535664313,2.899011459460316,108,8.82560847907932,18.73224435696886,108,1.2622413833201789,2.7142432737578357
109,1.0080204042116545,2.904187452310219,109,8.805766084833426,18.610300001272957,109,1.2603497502007446,2.7142748869762676
110,1.0029791361758944,2.9065648945808245,110,8.785659522799458,18.70410015601862,110,1.2584247726141735,2.075701900990524
111,0.9993605864231286,2.652622813171676,111,8.766248859183438,18.58605641767289,111,1.255088876245709,2.026691874003146
112,0.9958112847258493,2.6557613656728782,112,8.746562632322162,18.677401637945483,112,1.255088876245709,2.7710448201825186
113,0.9923083698313804,2.6622993832372788,113,8.727550650512226,18.563223584298925,113,1.253213997765053,2.771069656978212
114,0.9888734010474957,2.6670677770005438,114,8.708254219370971,18.652099544462867,114,1.2513316908309187,2.041371894386274
115,0.9854845592940754,2.6751883769228333,115,8.689610637650647,18.54173872837647,115,1.2481349480970636,2.0028553620537255
116,0.9821624345472587,2.681693623654329,116,8.670675897160919,18.62814664204798,116,1.2481349480970636,2.8201514147049807
117,0.9788860306645807,2.6915168425365774,117,8.652372926129,18.52154340826561,117,1.2469000859846677,2.8201647887967103
118,0.9756751883916693,2.6998676121724228,118,8.63377397075095,18.605497620350153,118,1.2450128839679293,1.955897090613108
119,0.97130005145841,2.7115129433895584,119,8.615786069581608,18.50258318222402,119,1.2417456103097595,1.9452628814213304
120,0.9681790116270175,2.4788484077306854,120,8.597498985238897,18.584109003880375,120,1.2417456103097595,2.6756982653175303
121,0.9651050053594853,2.4903977093459213,121,8.5798026452075,18.48480729393645,121,1.2399752438078862,2.6757271266885545
122,0.9620903680757963,2.5011304826752014,122,8.561805324571129,18.56393907416744,122,1.2381946219985107,2.0177167617786935
123,0.959121908768696,2.514678437850318,123,8.544378876552424,18.4681683761893,123,1.2353807845463844,1.9836189937581727
124,0.9562119373081017,2.5275063354591207,124,8.52665085471497,18.5449477999027,124,1.2353807845463844,3.022937449270779
125,0.9533472516047916,2.543170419814662,125,8.509474297783042,18.452622173447907,125,1.2340776607464303,3.022946552313494
126,0.9494616262872094,2.5582078897070093,126,8.491996605775373,18.527096773025722,126,1.23232568526108,1.9810172732862639
127,0.9466768950892337,2.3465932631097375,127,8.47505145440035,18.43812728367039,127,1.2296155337979513,1.9621417837969455
128,0.9439458059550319,2.3616837746657753,128,8.457806488353935,18.510349149036493,128,1.2296155337979513,3.054609798028037
129,0.9412593698080421,2.3792928733861403,129,8.441075636004607,18.424644919266942,129,1.2283045760312428,3.0546183914098224
130,0.9386259459094111,2.3967082519537617,130,8.424047040061593,18.49466959021488,130,1.2265982250219924,1.9736589059745195
131,0.9360361860514792,2.4166976850889723,131,8.40751463729659,18.41213868682897,131,1.224069159019952,1.957933521482176
132,0.9325195159929482,2.4365654214849384,132,8.390687198625475,18.480024210723233,132,1.224069159019952,3.155527088798122
133,0.9299988261737674,2.240329458908403,133,8.3743385439919,18.40057438501063,133,1.2227192616248521,3.1555347714618662
134,0.9275272392436189,2.2599628452140736,134,8.35769809848544,18.466380522850333,134,1.2210752133541212,2.000918507014107
135,0.9250979065854839,2.2819684761539536,135,8.34151954074981,18.38991981974216,135,1.2187972685321697,1.971477958845483
136,0.9227173347738066,2.304171143757217,136,8.32505288816878,18.45370738390894,136,1.2187972685321697,3.3142402065203362
137,0.919485873877641,2.328832137962584,137,8.309031738584443,18.380144635836093,137,1.217380116629987,3.3142467915550733
138,0.9171651420174364,2.144926317026,138,8.292726566071178,18.441974943474353,138,1.2158048466467752,2.066011988253881
139,0.9148848986906035,2.168944625525849,139,8.276851019543024,18.371220163948962,139,1.2142137618739113,1.99316201528261
140,0.9126502449985564,2.1934128537588853,140,8.260695832566268,18.431154590843626,140,1.2126224173851137,1.9676719415739223
141,0.9104552689686304,2.2202243097568677,141,8.244954896710023,18.363119281791025,141,1.2110387457573784,1.9564249108718252
142,0.9074715344442894,2.2475471532587608,142,8.228938956620969,18.421218902680334,142,1.2094647964343865,1.9513405023552557
143,0.9053298107373664,2.0753692471841805,143,8.213322387834395,18.355816288500677,143,1.2079031898365165,1.9493183930634836
144,0.9032309973387684,2.1020696254021782,144,8.197435655314944,18.41214159091989,144,1.2063534794585782,1.9488371189315274
145,0.9011700944250775,2.1310522946400656,145,8.181933901083152,18.349286791026255,145,1.204817004505853,1.9491704520720916
146,0.898384141533916,2.160755519571302,146,8.166166984855412,18.403897451101894,146,1.203292655068713,1.9498777550617272
147,0.8963713665828933,1.9990187265839818,147,8.150771131604372,18.343507601474297,147,1.2017814290891395,1.9507846229987198
148,0.894399244636318,2.0279953713727767,148,8.135115241845941,18.396462311267882,148,1.2002820507761889,1.9517452211058834
149,0.8924633094057226,2.0592368987268443,149,8.11981696773909,18.33845664433161,149,1.1987954401047607,1.952743801441227
150,0.889849219476864,2.0913814799603423,150,8.104263873714041,18.389812981656284,150,1.1973202943868557,1.953718082836311
151,0.8879566577665158,1.9383257144761261,151,8.089055405857858,18.33411287261079,151,1.1958575231921964,1.9546952878561394
152,0.8861028830761005,1.9696581908775455,152,8.073597397330065,18.38392720538145,152,1.1944058317623576,1.9556341341118821
153,0.8842837081678916,2.003276231634247,153,8.058471472916718,18.330456191955257,153,1.1929661326929004,1.956571800072837
154,0.8818190714176988,2.037964039393515,154,8.043101324961501,18.378783610303604,154,1.1915371467054732,1.9574712925820474
155,0.8800388697108908,1.892019755516908,155,8.028051155931527,18.327467391868215,155,1.1901197900089746,1.9583715248074856
156,0.8782959622247012,1.92582775350883,156,8.012762096804604,18.374361662256106,156,1.1887128002391263,1.9592360272659712
157,0.8765862683262744,1.9619755636774956,157,7.997781337660559,18.32512808326651,157,1.1873170954514713,1.9601037314414251
158,0.8742515078259303,1.9993518160528334,158,7.982567019420787,18.370641619808932,158,1.1859314304976218,1.960938048165093
159,0.8725767200412123,1.8591143530309076,159,7.967649737865201,18.323420641648095,159,1.184556723383166,1.9617776525861705
160,0.8709381030209593,1.895559424178199,160,7.952504209480623,18.36760449067806,160,1.1831917463216113,1.9625858139849324
161,0.8687149819405016,1.9344290277892315,161,7.937644859588845,18.322328155238115,161,1.1818374155968534,1.9634009354536253
162,0.8671088230990133,1.8009072730256575,162,7.922562542284212,18.36523198989567,162,1.1804925209186374,1.9641862114463584
163,0.8655335113940558,1.8387770002570405,163,7.907755939955375,18.321834377531605,163,1.1791579754111794,1.9649797870545407
164,0.863993628697069,1.8780856302168965,164,7.892731604585099,18.363506499810715,164,1.1778325864084203,1.9657448458900095
165,0.8618703730599574,1.9199336087242105,165,7.877972905043176,18.32192368374218,165,1.1765172626352731,1.9665192849207243
166,0.8603594293836738,1.7899115547849493,166,7.863001651295951,18.36241103196886,166,1.1752108291625618,1.9672663286025454
167,0.8588785274652362,1.8307406370698067,167,7.8482863284383555,18.32258103070229,167,1.173914189242279,1.968023629862183
168,0.8568484590325035,1.8731617383733579,168,7.833363565699771,18.361929190893516,168,1.172626185773316,1.968754495364525
169,0.8553949403733861,1.7491561051037388,169,7.8186873931129535,18.323791919831812,169,1.1713477156016354,1.9694963342197853
170,0.8539748878599981,1.7906390074775922,170,7.80380882282994,18.362045139766536,170,1.17007763952082,1.9702125688107965
171,0.8520243453971024,1.8347402543342612,171,7.78916785631139,18.3255423628464,171,1.1688168471580835,1.9709403623878943
172,0.8506297593930986,1.714989838475921,172,7.774329455718205,18.362743567971275,172,1.1675642172427607,1.9716432805136255
173,0.8492636439977845,1.7581278106890892,173,7.759720017161213,18.327818849909058,173,1.1663206314748227,1.9723582373158333
174,0.8473890995164798,1.8030574684552618,174,7.744918024240785,18.36400966048793,174,1.1650849865350998,1.9730489642335864
175,0.8460470622164641,1.6878706951099112,175,7.73033668675376,18.330608319976175,175,1.1638581555787992,1.9737521224658117
176,0.8447372226980544,1.731915658334557,176,7.715567586320408,18.365829069063768,176,1.1626390532296584,1.9744316281825351
177,0.8429269265966145,1.7787119406805427,177,7.701011160465939,18.333898133131854,177,1.161428543560539,1.975123885742162
178,0.841639501614494,1.6665437520091526,178,7.686271671267146,18.36818788510058,178,1.1602255591065664,1.97579301174184
179,0.8398963303728767,1.7124498435173607,179,7.671737192317778,18.33767604472338,179,1.1590309543912847,1.9764751499627091
180,0.838631096621568,1.6063900255923942,180,7.657024255062395,18.3710726141849,180,1.1578436798084053,1.9771346304851287
181,0.8373923439169735,1.6514702727691901,181,7.642508971180729,18.341930181139357,181,1.1566645799278377,1.9778073331327164
182,0.8357065312807532,1.6985772515416255,182,7.62781973740995,18.37447015220045,182,1.1554926229294733,1.9784578122845857
183,0.8344887704424491,1.5954267678915217,183,7.613321098669873,18.346649017098702,183,1.154328643081074,1.9791216808935312
184,0.8333014639015184,1.6417842047172162,184,7.598652920395825,18.378367762910646,184,1.1531716262584588,1.979763726530336
185,0.8316632759884408,1.6910467423326636,185,7.584168568569935,18.351821354339847,185,1.1520223961285478,1.9804192928964424
186,0.8304955862565135,1.5895045701257435,186,7.569518988613424,18.38275305695591,186,1.1508799561566512,1.9810534079763729
187,0.8289108103646254,1.6380344918755767,187,7.555046747659033,18.357436301598945,187,1.1497451191547816,1.9817011444076247
188,0.827762545313325,1.5413235114276385,188,7.540413490624995,18.387613972168914,188,1.1486169060567284,1.9823277763484866
189,0.8266396243906212,1.5891857160774001,189,7.525951357807654,18.36348325580513,189,1.1474961186055603,1.982968104139218
190,0.825098425393789,1.6393262768246653,190,7.5113323216422465,18.392938755131638,190,1.1463817950694906,1.983587652580739
191,0.8239939420746134,1.544264292227838,191,7.496878459241597,18.369951884397523,191,1.1452747259445584,1.9842209490612328
192,0.8224989365552705,1.5938158074303315,192,7.4822717073206615,18.398715943899063,192,1.1441739666877182,1.9848337723460219
193,0.8214126969591458,1.502873094107418,193,7.467824434868325,18.37683210871904,193,1.1430802964022821,1.985460376783735
194,0.8203553834418267,1.5518981981854643,194,7.4532281885713125,18.404934351806418,194,1.141992787577939,1.9860667974009805
195,0.8188926380102984,1.6040537813875413,195,7.438785975575707,18.384114088398693,195,1.140922409253225,1.9866893274278592
196,0.8178525136603918,1.5133433792471453,196,7.424198607303512,18.411583052298585,196,1.14005485079028,2.181353738059292
197,0.8164302776036524,1.565012070082531,197,7.40976006642004,18.391788206698084,197,1.1388430068795126,2.859542086079977
198,0.8154071835371491,1.4778622076644143,198,7.395180093019299,18.418651364706154,198,1.1379491219286109,2.5620640781650468
199,0.8140227449429003,1.5291084912683435,199,7.380743973628591,18.399845056741636,199,1.1372578256806036,2.918391230420224
200,0.8130165065792111,1.4452468984966889,200,7.366170050188096,18.426128840915517,200,1.1363895150405259,2.186947383512356
201,0.8120342761098184,1.4961340145003532,201,7.351735232348143,18.40827542861078,201,1.1356360862000356,1.3930741637415742
202,0.8106781195179963,1.5496476630989842,202,7.337166146336414,18.434005252862693,202,1.1341329285895096,1.3837472013944923
203,0.8097120534047002,1.46596966816038,203,7.322731635077457,18.417070297235913,203,1.1311939021043316,1.3821934910275466
204,0.8083892351589855,1.519210227082414,204,7.30816630079336,18.442270580812124,204,1.1311939021043316,1.4843150047276745
205,0.8074391884241167,1.4383477937257707,205,7.293731220727287,18.42622081106636,205,1.129909208847261,1.4843581397007006
206,0.8061476449708667,1.491378374524329,206,7.279168674037923,18.45091500235623,206,1.129909208847261,1.6777624060495235
207,0.8052134666167426,1.4131162119280374,207,7.264732264256287,18.435718281456342,207,1.129180134321016,1.6777789027109604
208,0.8039513106552105,1.465998753773857,208,7.250171657599006,18.459928882100986,208,1.1277255180471741,1.371581237481634
209,0.8030328485910263,1.3901365001431805,209,7.235733266836101,18.44555417275825,209,1.1252440650067275,1.3997038351860942
210,0.8017983494345536,1.442932606288377,210,7.221173864463236,18.46930276198845,210,1.1252440650067275,2.148208205549708
211,0.8008954530754984,1.3692836739384515,211,7.206732946502736,18.45572009306853,211,1.1246721608571744,2.148235974087808
212,0.7996870191414956,1.4220547789420188,212,7.192174119949947,18.479027352225508,212,1.1239093411995427,3.2076632922881645
213,0.7987995416563745,1.3504452056901166,213,7.177730229255398,18.466207785591315,213,1.1229708270586842,2.4117019934230743
214,0.7979388625288221,1.4032533696762184,214,7.163171453015768,18.48909352277793,214,1.1222518537638984,1.3799384849907133
215,0.7967437044596682,1.4596462988866907,215,7.148724240567135,18.477009120610305,215,1.1208168286144897,1.3430712633702098
216,0.795897999014353,1.3864475644851393,216,7.134165087955201,18.49949229539589,216,1.1182861378211002,1.3636617078053914
217,0.794726186885579,1.4429618291505812,217,7.119714297274836,18.488116088014202,217,1.1182861378211002,1.9858967529027791
218,0.7938953699321158,1.3715051011117256,218,7.105154436465788,18.510214836148148,218,1.1177302887895608,1.98592754346556
219,0.7927456122761243,1.4282063601547474,219,7.09069989981905,18.499520790365967,219,1.1169758570857804,3.179343453333959
220,0.7919296055833742,1.3583476388724378,220,7.076139090049779,18.521252448427976,220,1.116057615669324,2.378639072363731
221,0.7908006993537845,1.4153014746148476,221,7.061680724806588,18.51121543647496,221,1.1153511327772694,1.3491632660515718
222,0.7899994347375612,1.3469054137716001,222,7.047118812726356,18.532596566417183,222,1.113942809595905,1.3187648091864776
223,0.788890255905044,1.4041778397451168,223,7.032656617871098,18.523192335444747,223,1.1114900900063698,1.3413185900574531
224,0.7881036769745828,1.337117053112615,224,7.018093534030842,18.54423874898174,224,1.1114900900063698,2.01326543873914
225,0.7870131720196896,1.3947746720878953,225,7.003627586809237,18.535443891195634,225,1.1111123952082624,2.0132948050125026
226,0.7862412358321017,1.3289290475903845,226,6.989063342279258,18.55617067396021,226,1.1103074883608446,3.3774907015144935
227,0.7851684141202905,1.387039201540478,227,6.974593794971877,18.547962597404688,227,1.1093253888773231,2.545066898016744
228,0.7841234611533037,1.3222946690471835,228,6.960028478078719,18.568384132850632,228,1.1086409043831353,1.369892109622164
229,0.7833548409257299,1.261889647749455,229,6.945555554891525,18.560741032860886,229,1.1072787054936144,1.3047699753364492
230,0.7823258876085725,1.317158651988642,230,6.930989328065543,18.580871025869012,230,1.1052777262029196,1.3582423151618301
231,0.78157178604368,1.2576520746854647,231,6.916513322128826,18.57377185720853,231,1.1052777262029196,2.545258290253995
232,0.7805580167160542,1.3135232769058551,232,6.901946418854801,18.59362335734132,232,1.1042997792959521,2.545263657397763
233,0.7798184134332528,1.2548200514082777,233,6.887467689322697,18.58704780706252,233,1.1036256293095377,1.3536921387398735
234,0.7788190529922958,1.311361371832607,234,6.87290041118648,18.606633231448342,234,1.1022869710221315,1.289440800348446
235,0.7780939481555327,1.2533713610647297,235,6.8584193804296705,18.600561692464375,235,1.100433638775111,1.3518111461512319
236,0.7771082564907461,1.3106522110737224,236,6.84385209425445,18.619892848269107,236,1.100433638775111,2.6726159433051904
237,0.7763976721907612,1.2532894860761727,237,6.8293692451397385,18.614306393675932,237,1.0994028234453033,2.6726200244947163
238,0.7754249399951871,1.3113808632021604,238,6.814802380206089,18.633394500147055,238,1.0987452481258195,1.3837683289096778
239,0.7747289218262724,1.2545632845986492,239,6.800318253456767,18.62827485827279,239,1.097442980502594,1.2808886032601219
240,0.7737684667571305,1.313537920541626,240,6.7857522988012136,18.64713056832827,240,1.0960121073694977,1.371810893627484
241,0.7728268309968215,1.257186474515391,241,6.771267490432793,18.642460098545964,241,1.0960121073694977,3.5582509692935433
242,0.7721380748554337,1.2038272480838093,242,6.756702992220037,18.661093519879415,242,1.094553218500981,3.5582531882912822
243,0.7712076976818548,1.261106517036404,243,6.742218151046581,18.656855189170717,243,1.094553218500981,1.9036231863978272
